Year,Location,Experiment,Genotype,Species,PlantID_ReplicateNumber,Plot,Replicate,Test_Type,Tester_Name,Planting_Date,Testing_Date,force_N,raw_data_file,Additional_Notes,displacement_mm,displacement_m,line_raw_slope_N/m
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,67.89,965-1-TEST1_08_13_2021_09_41_47.xls,TEST1,11.8,0.0118,7576.12267
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,78.68,965-1-TEST1_08_13_2021_09_41_47.xls,TEST1,13.1,0.0131,7576.12267
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,90.06,965-1-TEST1_08_13_2021_09_41_47.xls,TEST1,14.4,0.0144,7576.12267
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,100.36,965-1-TEST1_08_13_2021_09_41_47.xls,TEST1,15.8,0.0158,7576.12267
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,29.23,965-1-TEST1_08_13_2021_09_42_04.xls,TEST1,6.6,0.0066,7763.55117
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,36.69,965-1-TEST1_08_13_2021_09_42_04.xls,TEST1,7.9,0.0079,7763.55117
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,46.01,965-1-TEST1_08_13_2021_09_42_04.xls,TEST1,9.2,0.0092,7763.55117
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,55.03,965-1-TEST1_08_13_2021_09_42_04.xls,TEST1,10.5,0.0105,7763.55117
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,65.14,965-1-TEST1_08_13_2021_09_42_04.xls,TEST1,11.8,0.0118,7763.55117
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,76.03,965-1-TEST1_08_13_2021_09_42_04.xls,TEST1,13.1,0.0131,7763.55117
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,88.49,965-1-TEST1_08_13_2021_09_42_04.xls,TEST1,14.4,0.0144,7763.55117
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,99.77,965-1-TEST1_08_13_2021_09_42_04.xls,TEST1,15.8,0.0158,7763.55117
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,D,JR,5/20/21,8/13/21,27.76,965-1-TEST1_08_13_2021_09_42_24.xls,TEST1,6.6,0.0066,7753.85699
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,D,JR,5/20/21,8/13/21,35.61,965-1-TEST1_08_13_2021_09_42_24.xls,TEST1,7.9,0.0079,7753.85699
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,D,JR,5/20/21,8/13/21,44.44,965-1-TEST1_08_13_2021_09_42_24.xls,TEST1,9.2,0.0092,7753.85699
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,D,JR,5/20/21,8/13/21,53.76,965-1-TEST1_08_13_2021_09_42_24.xls,TEST1,10.5,0.0105,7753.85699
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,D,JR,5/20/21,8/13/21,63.18,965-1-TEST1_08_13_2021_09_42_24.xls,TEST1,11.8,0.0118,7753.85699
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,D,JR,5/20/21,8/13/21,74.75,965-1-TEST1_08_13_2021_09_42_24.xls,TEST1,13.1,0.0131,7753.85699
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,D,JR,5/20/21,8/13/21,86.33,965-1-TEST1_08_13_2021_09_42_24.xls,TEST1,14.4,0.0144,7753.85699
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST1,965,1,D,JR,5/20/21,8/13/21,98.88,965-1-TEST1_08_13_2021_09_42_24.xls,TEST1,15.8,0.0158,7753.85699
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,A,JR,5/20/21,8/13/21,58.08,965-1-TEST1_08_13_2021_15_25_48.xls,TEST1,6.6,0.0066,6223.33838
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,A,JR,5/20/21,8/13/21,67.2,965-1-TEST1_08_13_2021_15_25_48.xls,TEST1,7.9,0.0079,6223.33838
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,A,JR,5/20/21,8/13/21,76.13,965-1-TEST1_08_13_2021_15_25_48.xls,TEST1,9.2,0.0092,6223.33838
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,A,JR,5/20/21,8/13/21,84.76,965-1-TEST1_08_13_2021_15_25_48.xls,TEST1,10.5,0.0105,6223.33838
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,A,JR,5/20/21,8/13/21,93,965-1-TEST1_08_13_2021_15_25_48.xls,TEST1,11.8,0.0118,6223.33838
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,A,JR,5/20/21,8/13/21,100.55,965-1-TEST1_08_13_2021_15_25_48.xls,TEST1,13.1,0.0131,6223.33838
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,A,JR,5/20/21,8/13/21,107.81,965-1-TEST1_08_13_2021_15_25_48.xls,TEST1,14.4,0.0144,6223.33838
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,A,JR,5/20/21,8/13/21,115.17,965-1-TEST1_08_13_2021_15_25_48.xls,TEST1,15.8,0.0158,6223.33838
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,45.03,965-1-TEST1_08_13_2021_15_26_16.xls,TEST1,6.6,0.0066,7798.28057
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,55.23,965-1-TEST1_08_13_2021_15_26_16.xls,TEST1,7.9,0.0079,7798.28057
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,65.33,965-1-TEST1_08_13_2021_15_26_16.xls,TEST1,9.2,0.0092,7798.28057
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,76.03,965-1-TEST1_08_13_2021_15_26_16.xls,TEST1,10.5,0.0105,7798.28057
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,86.92,965-1-TEST1_08_13_2021_15_26_16.xls,TEST1,11.8,0.0118,7798.28057
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,97.51,965-1-TEST1_08_13_2021_15_26_16.xls,TEST1,13.1,0.0131,7798.28057
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,106.73,965-1-TEST1_08_13_2021_15_26_16.xls,TEST1,14.4,0.0144,7798.28057
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,B,JR,5/20/21,8/13/21,115.37,965-1-TEST1_08_13_2021_15_26_16.xls,TEST1,15.8,0.0158,7798.28057
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,44.73,965-1-TEST1_08_13_2021_15_26_38.xls,TEST1,6.6,0.0066,8084.9528
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,55.23,965-1-TEST1_08_13_2021_15_26_38.xls,TEST1,7.9,0.0079,8084.9528
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,65.63,965-1-TEST1_08_13_2021_15_26_38.xls,TEST1,9.2,0.0092,8084.9528
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,76.42,965-1-TEST1_08_13_2021_15_26_38.xls,TEST1,10.5,0.0105,8084.9528
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,87.51,965-1-TEST1_08_13_2021_15_26_38.xls,TEST1,11.8,0.0118,8084.9528
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,98.69,965-1-TEST1_08_13_2021_15_26_38.xls,TEST1,13.1,0.0131,8084.9528
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,108.89,965-1-TEST1_08_13_2021_15_26_38.xls,TEST1,14.4,0.0144,8084.9528
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST1,965,1,C,JR,5/20/21,8/13/21,117.62,965-1-TEST1_08_13_2021_15_26_38.xls,TEST1,15.8,0.0158,8084.9528
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,46.3,965-1-TEST2_08_13_2021_09_43_19.xls,TEST2,6.6,0.0066,5989.4574
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,53.46,965-1-TEST2_08_13_2021_09_43_19.xls,TEST2,7.9,0.0079,5989.4574
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,60.14,965-1-TEST2_08_13_2021_09_43_19.xls,TEST2,9.2,0.0092,5989.4574
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,68.18,965-1-TEST2_08_13_2021_09_43_19.xls,TEST2,10.5,0.0105,5989.4574
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,75.64,965-1-TEST2_08_13_2021_09_43_19.xls,TEST2,11.8,0.0118,5989.4574
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,84.27,965-1-TEST2_08_13_2021_09_43_19.xls,TEST2,13.1,0.0131,5989.4574
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,92.9,965-1-TEST2_08_13_2021_09_43_19.xls,TEST2,14.4,0.0144,5989.4574
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,100.75,965-1-TEST2_08_13_2021_09_43_19.xls,TEST2,15.8,0.0158,5989.4574
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,31.88,965-1-TEST2_08_13_2021_09_43_35.xls,TEST2,6.6,0.0066,7457.76178
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,39.83,965-1-TEST2_08_13_2021_09_43_35.xls,TEST2,7.9,0.0079,7457.76178
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,48.66,965-1-TEST2_08_13_2021_09_43_35.xls,TEST2,9.2,0.0092,7457.76178
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,58.08,965-1-TEST2_08_13_2021_09_43_35.xls,TEST2,10.5,0.0105,7457.76178
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,67.69,965-1-TEST2_08_13_2021_09_43_35.xls,TEST2,11.8,0.0118,7457.76178
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,78.68,965-1-TEST2_08_13_2021_09_43_35.xls,TEST2,13.1,0.0131,7457.76178
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,89.17,965-1-TEST2_08_13_2021_09_43_35.xls,TEST2,14.4,0.0144,7457.76178
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,99.47,965-1-TEST2_08_13_2021_09_43_35.xls,TEST2,15.8,0.0158,7457.76178
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,28.45,965-1-TEST2_08_13_2021_09_43_53.xls,TEST2,6.6,0.0066,7648.87081
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,36.1,965-1-TEST2_08_13_2021_09_43_53.xls,TEST2,7.9,0.0079,7648.87081
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,45.52,965-1-TEST2_08_13_2021_09_43_53.xls,TEST2,9.2,0.0092,7648.87081
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,54.64,965-1-TEST2_08_13_2021_09_43_53.xls,TEST2,10.5,0.0105,7648.87081
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,64.75,965-1-TEST2_08_13_2021_09_43_53.xls,TEST2,11.8,0.0118,7648.87081
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,75.44,965-1-TEST2_08_13_2021_09_43_53.xls,TEST2,13.1,0.0131,7648.87081
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,87.11,965-1-TEST2_08_13_2021_09_43_53.xls,TEST2,14.4,0.0144,7648.87081
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,97.81,965-1-TEST2_08_13_2021_09_43_53.xls,TEST2,15.8,0.0158,7648.87081
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,27.08,965-1-TEST2_08_13_2021_09_44_09.xls,TEST2,6.6,0.0066,7672.0631
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,34.63,965-1-TEST2_08_13_2021_09_44_09.xls,TEST2,7.9,0.0079,7672.0631
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,43.56,965-1-TEST2_08_13_2021_09_44_09.xls,TEST2,9.2,0.0092,7672.0631
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,53.17,965-1-TEST2_08_13_2021_09_44_09.xls,TEST2,10.5,0.0105,7672.0631
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,62.78,965-1-TEST2_08_13_2021_09_44_09.xls,TEST2,11.8,0.0118,7672.0631
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,74.07,965-1-TEST2_08_13_2021_09_44_09.xls,TEST2,13.1,0.0131,7672.0631
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,85.35,965-1-TEST2_08_13_2021_09_44_09.xls,TEST2,14.4,0.0144,7672.0631
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,96.82,965-1-TEST2_08_13_2021_09_44_09.xls,TEST2,15.8,0.0158,7672.0631
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,51.01,965-1-TEST2_08_13_2021_15_27_30.xls,TEST2,6.6,0.0066,5764.73687
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,59.15,965-1-TEST2_08_13_2021_15_27_30.xls,TEST2,7.9,0.0079,5764.73687
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,67.2,965-1-TEST2_08_13_2021_15_27_30.xls,TEST2,9.2,0.0092,5764.73687
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,74.75,965-1-TEST2_08_13_2021_15_27_30.xls,TEST2,10.5,0.0105,5764.73687
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,82.7,965-1-TEST2_08_13_2021_15_27_30.xls,TEST2,11.8,0.0118,5764.73687
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,90.35,965-1-TEST2_08_13_2021_15_27_30.xls,TEST2,13.1,0.0131,5764.73687
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,97.51,965-1-TEST2_08_13_2021_15_27_30.xls,TEST2,14.4,0.0144,5764.73687
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,A,JR,5/20/21,8/13/21,103.1,965-1-TEST2_08_13_2021_15_27_30.xls,TEST2,15.8,0.0158,5764.73687
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,46.21,965-1-TEST2_08_13_2021_15_27_51.xls,TEST2,6.6,0.0066,7148.01544
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,55.92,965-1-TEST2_08_13_2021_15_27_51.xls,TEST2,7.9,0.0079,7148.01544
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,66.02,965-1-TEST2_08_13_2021_15_27_51.xls,TEST2,9.2,0.0092,7148.01544
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,76.32,965-1-TEST2_08_13_2021_15_27_51.xls,TEST2,10.5,0.0105,7148.01544
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,86.23,965-1-TEST2_08_13_2021_15_27_51.xls,TEST2,11.8,0.0118,7148.01544
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,95.35,965-1-TEST2_08_13_2021_15_27_51.xls,TEST2,13.1,0.0131,7148.01544
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,103.3,965-1-TEST2_08_13_2021_15_27_51.xls,TEST2,14.4,0.0144,7148.01544
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,B,JR,5/20/21,8/13/21,110.66,965-1-TEST2_08_13_2021_15_27_51.xls,TEST2,15.8,0.0158,7148.01544
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,43.26,965-1-TEST2_08_13_2021_15_28_14.xls,TEST2,6.6,0.0066,7656.21621
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,52.78,965-1-TEST2_08_13_2021_15_28_14.xls,TEST2,7.9,0.0079,7656.21621
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,62.59,965-1-TEST2_08_13_2021_15_28_14.xls,TEST2,9.2,0.0092,7656.21621
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,72.99,965-1-TEST2_08_13_2021_15_28_14.xls,TEST2,10.5,0.0105,7656.21621
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,83.68,965-1-TEST2_08_13_2021_15_28_14.xls,TEST2,11.8,0.0118,7656.21621
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,94.27,965-1-TEST2_08_13_2021_15_28_14.xls,TEST2,13.1,0.0131,7656.21621
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,103.69,965-1-TEST2_08_13_2021_15_28_14.xls,TEST2,14.4,0.0144,7656.21621
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,C,JR,5/20/21,8/13/21,112.03,965-1-TEST2_08_13_2021_15_28_14.xls,TEST2,15.8,0.0158,7656.21621
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,37.96,965-1-TEST2_08_13_2021_15_30_21.xls,TEST2,6.6,0.0066,7171.89103
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,46.4,965-1-TEST2_08_13_2021_15_30_21.xls,TEST2,7.9,0.0079,7171.89103
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,55.33,965-1-TEST2_08_13_2021_15_30_21.xls,TEST2,9.2,0.0092,7171.89103
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,65.24,965-1-TEST2_08_13_2021_15_30_21.xls,TEST2,10.5,0.0105,7171.89103
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,74.56,965-1-TEST2_08_13_2021_15_30_21.xls,TEST2,11.8,0.0118,7171.89103
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,84.37,965-1-TEST2_08_13_2021_15_30_21.xls,TEST2,13.1,0.0131,7171.89103
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,93.69,965-1-TEST2_08_13_2021_15_30_21.xls,TEST2,14.4,0.0144,7171.89103
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST2,965,1,D,JR,5/20/21,8/13/21,103.01,965-1-TEST2_08_13_2021_15_30_21.xls,TEST2,15.8,0.0158,7171.89103
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,47.87,965-1-TEST3_08_13_2021_09_45_05.xls,TEST3,6.6,0.0066,6941.46108
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,55.82,965-1-TEST3_08_13_2021_09_45_05.xls,TEST3,7.9,0.0079,6941.46108
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,64.06,965-1-TEST3_08_13_2021_09_45_05.xls,TEST3,9.2,0.0092,6941.46108
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,74.36,965-1-TEST3_08_13_2021_09_45_05.xls,TEST3,10.5,0.0105,6941.46108
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,83.48,965-1-TEST3_08_13_2021_09_45_05.xls,TEST3,11.8,0.0118,6941.46108
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,93.59,965-1-TEST3_08_13_2021_09_45_05.xls,TEST3,13.1,0.0131,6941.46108
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,101.53,965-1-TEST3_08_13_2021_09_45_05.xls,TEST3,14.4,0.0144,6941.46108
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,110.26,965-1-TEST3_08_13_2021_09_45_05.xls,TEST3,15.8,0.0158,6941.46108
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,36.2,965-1-TEST3_08_13_2021_09_45_21.xls,TEST3,6.6,0.0066,8005.36692
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,44.44,965-1-TEST3_08_13_2021_09_45_21.xls,TEST3,7.9,0.0079,8005.36692
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,53.76,965-1-TEST3_08_13_2021_09_45_21.xls,TEST3,9.2,0.0092,8005.36692
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,63.47,965-1-TEST3_08_13_2021_09_45_21.xls,TEST3,10.5,0.0105,8005.36692
